split,n_folds,median_r2_vs_global_mean,median_r2_vs_own_mean_oracle,pct_folds_beating_global_mean,median_spearman_rho,median_mae_ah
LOBO (leave-one-battery-out),33,0.00811130405170779,0.002800842273254611,0.7272727272727273,0.05153315331533153,0.018942349656346426
LOCO (leave-one-cohort-out),9,-0.16710804820110914,-0.16726539672053575,0.1111111111111111,0.07734191496051342,0.07436040907920484
